iter	Logloss
183	0.5409459038
184	0.5408418835
185	0.5406910751
186	0.5405837462
187	0.5404875282
188	0.5403137024
189	0.5401992157
190	0.540070106
191	0.539990646
192	0.5398231245
193	0.5397290936
194	0.5395582466
195	0.5394284549
196	0.5392222221
197	0.5391089972
198	0.5389586567
199	0.5388206012
200	0.5386950309
201	0.5385613949
202	0.5384810499
203	0.5383733535
204	0.5381819851
205	0.5380618523
206	0.5378698936
207	0.537694242
208	0.5375824087
209	0.537355058
210	0.5371769219
211	0.537050016
212	0.5369072331
213	0.5367914902
214	0.5366993324
215	0.5364667933
216	0.5363786746
217	0.5362351675
218	0.5360892016
219	0.53596016
220	0.5358260735
221	0.5356815857
222	0.535549123
223	0.5353963683
224	0.5352336938
225	0.5350659278
226	0.5349091534
227	0.5347073982
228	0.534553621
229	0.5343901996
230	0.5341997367
231	0.5340978915
232	0.5338857879
233	0.5337250833
234	0.5336199483
235	0.5335025223
236	0.533364944
237	0.5332355864
238	0.5330750202
239	0.5329130363
240	0.5327799991
241	0.5326512122
242	0.532508528
243	0.5323588457
244	0.5322616954
245	0.5321233198
246	0.5319603311
247	0.5317334947
248	0.5315682775
249	0.5314564438
250	0.5312955472
251	0.5311393579
252	0.5310152883
253	0.5308503722
254	0.530693866
255	0.5305362469
256	0.5303844297
257	0.5302396617
258	0.5299903878
259	0.5298354929
260	0.5296518355
261	0.5294616982
262	0.5293324385
263	0.5291949341
264	0.5290522583
265	0.5288695722
266	0.5287331916
267	0.5285590863
268	0.5284252532
269	0.528312172
270	0.5281095834
271	0.5279733962
272	0.527805401
273	0.527678898
274	0.5274862387
275	0.5273506835
276	0.5271784283
277	0.5270024936
278	0.5268775296
279	0.5267313702
280	0.5265441923
281	0.5263872587
282	0.5262692087
283	0.5261227711
284	0.5259864343
285	0.5257980739
286	0.5256284585
287	0.5255090738
288	0.5253072094
289	0.5251533151
290	0.5249801747
291	0.5248465892
292	0.5246923259
293	0.5245012977
294	0.5243649975
295	0.5241322301
296	0.5239831624
297	0.5237848931
298	0.5236366662
299	0.5234815871
300	0.5233472791
301	0.5231579593
302	0.5230515033
303	0.5229167273
304	0.5227417046
305	0.5225916579
306	0.5223839052
307	0.5222162917
308	0.5220602222
309	0.5219025594
310	0.5216680302
311	0.5215201814
312	0.5213576766
313	0.5211967139
314	0.5210500561
315	0.5208861542
316	0.5207026486
317	0.5205914981
318	0.5204239238
319	0.5202648009
320	0.5200997266
321	0.5199384257
322	0.5197757839
323	0.5195755149
324	0.5193953294
325	0.5192048312
326	0.5190460523
327	0.5189026241
328	0.5186907772
329	0.5185114098
330	0.5182966817
331	0.5181244437
332	0.5179802893
333	0.5178083221
334	0.5176644325
335	0.517480607
336	0.5173254965
337	0.5171848617
338	0.5170064759
339	0.5168220296
340	0.516651712
341	0.5164595545
342	0.5162907769
343	0.516132967
344	0.515958065
345	0.5157842862
346	0.5156012563
347	0.5154085978
348	0.515194666
349	0.5150618397
350	0.5149477788
351	0.5148047152
352	0.5146389833
353	0.5145128249
354	0.514350552
355	0.5141817938
356	0.5139821455
357	0.5137591455
358	0.5135650995
359	0.5134446706
360	0.5132839693
361	0.5130990525
362	0.512957782
363	0.5127463183
364	0.5125210197
365	0.5123715939
366	0.5121842443
367	0.5119991602
368	0.5118227093
369	0.5116283659
370	0.5114882681
371	0.5113631251
372	0.5111976193
373	0.5109994488
374	0.5108037598
375	0.51066242
376	0.5105047876
377	0.5103675398
378	0.5101680901
379	0.5100273689
380	0.5098433416
381	0.5096831247
382	0.5095618721
383	0.5094330853
384	0.5092940142
385	0.5091241167
386	0.5088742452
387	0.508721407
388	0.5085391445
389	0.5083529494
390	0.508158282
391	0.5079655215
392	0.5078085311
393	0.5076206407
394	0.5074589253
395	0.5073112691
396	0.5071439697
397	0.5069724507
398	0.5068664303
399	0.5067302302
400	0.5065744339
401	0.5063582531
402	0.5061980469
403	0.506051178
404	0.505875549
405	0.5057483315
406	0.5055927973
407	0.5054225843
408	0.505223656
409	0.5050171463
410	0.5048483281
411	0.5046666101
412	0.5045175534
413	0.5042830093
414	0.5040958995
415	0.5039701086
416	0.5037934734
417	0.5036653909
418	0.5035178365
419	0.5033530819
420	0.5032213139
421	0.5030355825
422	0.5028476214
423	0.5026658489
424	0.5024835556
425	0.5022074763
426	0.5020657407
427	0.5018744043
428	0.5016972574
429	0.5014925603
430	0.5013555997
431	0.5012122566
432	0.501043241
433	0.5008859461
434	0.5006762894
435	0.5005109324
436	0.5002982195
437	0.5000994381
438	0.4999291011
439	0.4997496547
440	0.4995860717
441	0.4994394281
442	0.4992920586
443	0.4991719817
444	0.499011026
445	0.498804097
446	0.4986549576
447	0.4985259672
448	0.4983568695
449	0.4982267775
450	0.4980954225
451	0.497955604
452	0.4978548133
453	0.4977383638
454	0.4975805136
455	0.4973906059
456	0.4972520781
457	0.4971057197
458	0.4969963591
459	0.4968208683
460	0.4966786607
461	0.4965165816
462	0.4963578721
463	0.496231463
464	0.4961151603
465	0.4958915067
466	0.495754182
467	0.495558037
468	0.4953560124
469	0.4952501074
470	0.4951208717
471	0.4949983094
472	0.4948772282
473	0.4947487073
474	0.4946169092
475	0.494455175
476	0.4943142168
477	0.4941807584
478	0.4940096013
479	0.4938190147
480	0.4936565812
481	0.493466177
482	0.4932798807
483	0.4931473224
484	0.492982832
485	0.4928236749
486	0.492655512
487	0.4925219588
488	0.4923497838
489	0.4921474561
490	0.4920137847
491	0.4918694545
492	0.4917638088
493	0.4916277709
494	0.4914700393
495	0.4912686035
496	0.4910841783
497	0.4909506699
498	0.4908560574
499	0.4906885175
500	0.4905390227
501	0.4903721203
502	0.490227676
503	0.4900575115
504	0.4899277055
505	0.489775353
506	0.4895648013
507	0.4893603104
508	0.48919299
509	0.4890025833
510	0.4888624681
511	0.48868168
512	0.4885426803
513	0.4883905977
514	0.4882594661
515	0.4881043291
516	0.4879318572
517	0.4878227679
518	0.4876523369
519	0.4875078894
520	0.4873962442
521	0.487187791
522	0.487007594
523	0.4868566818
524	0.4866780599
525	0.4865094885
526	0.4863117823
527	0.4861064306
528	0.4859809495
529	0.4857866488
530	0.4856625258
531	0.4855329839
532	0.4854005686
533	0.4852622445
534	0.4851296924
535	0.4849625419
536	0.4847756154
537	0.4846405479
538	0.4844654845
539	0.4842922289
540	0.4841284786
541	0.4839849974
542	0.4838211597
543	0.4837096798
544	0.4835890877
545	0.4834444527
546	0.4832680862
547	0.4831317376
548	0.4829196626
549	0.4828054655
550	0.4826557075
551	0.4825151804
552	0.482331434
553	0.4821705017
554	0.4819977013
555	0.4818081453
556	0.4816899809
557	0.4815451182
558	0.4813868211
559	0.4812460833
560	0.4811166883
561	0.4809453303
562	0.4807548378
563	0.4805938052
564	0.4804695496
565	0.4803477716
566	0.4801425364
567	0.4800377752
568	0.4799117023
569	0.479772692
570	0.479583908
571	0.4794593996
572	0.4793152467
573	0.4791632841
574	0.4790070239
575	0.4788862156
576	0.4787517776
577	0.4786004551
578	0.4784581703
579	0.4783381483
580	0.4781698783
581	0.4780524962
582	0.4778870744
583	0.4777714413
584	0.4776274987
585	0.477480233
586	0.4773362732
587	0.4771876953
588	0.4770487998
589	0.4768236503
590	0.4767316531
591	0.4765627302
592	0.4764198145
593	0.4762785644
594	0.4760835874
595	0.4759527335
596	0.4757805557
597	0.4756141413
598	0.4754617647
599	0.4752770072
600	0.475161411
601	0.4750359763
602	0.4748662452
603	0.4747195351
604	0.474552099
605	0.474408827
606	0.4742845138
607	0.4741733243
608	0.4740322029
609	0.4738734726
610	0.4737089736
611	0.4735879905
612	0.4734134944
613	0.4733056839
614	0.4731855371
615	0.4730418303
616	0.4728961846
617	0.4727625444
618	0.4726157802
619	0.4724778728
620	0.4723285684
621	0.4722014879
622	0.4720450937
623	0.4718699961
624	0.4717478453
625	0.4715881844
626	0.4714182641
627	0.471271186
628	0.4711013255
629	0.4709391543
630	0.4708172643
631	0.4706502088
632	0.4705016399
633	0.4703726711
634	0.4702413822
635	0.470126984
636	0.4699627698
637	0.4697793021
638	0.4696717829
639	0.4695409933
640	0.4693631026
641	0.4692263648
642	0.4690549876
643	0.4689020025
644	0.4687912874
645	0.4686215945
646	0.4684505121
647	0.4683196093
648	0.4681051402
649	0.4679962005
650	0.4678984969
651	0.4678295617
652	0.467729719
653	0.4675671773
654	0.4673846067
655	0.4672679885
656	0.4671418517
657	0.466954336
658	0.466815962
659	0.4666583139
660	0.4665321704
661	0.4663471512
662	0.4661818429
663	0.4660595399
664	0.4659372443
665	0.465837433
666	0.4657346855
667	0.4655906091
668	0.4654659558
669	0.4653496327
670	0.4652106982
671	0.465080358
672	0.4649287066
673	0.4648190708
674	0.4647408909
675	0.4645877805
676	0.4644385473
677	0.4642731975
678	0.464118736
679	0.4639701715
680	0.4638601188
681	0.4637063891
682	0.4635879284
683	0.4634622723
684	0.463289823
685	0.4631076553
686	0.4629599407
687	0.4628218244
688	0.4627017722
689	0.4625813287
690	0.4624220259
691	0.4622799266
692	0.4621765624
693	0.4620080678
694	0.4618268084
695	0.4617027843
696	0.4615596497
697	0.4614319703
698	0.4612896973
699	0.4611862475
700	0.4610771704
701	0.4609510788
702	0.4608103882
703	0.4606584103
704	0.4605304902
705	0.4603791955
706	0.4602427823
707	0.4601324323
708	0.4600329886
709	0.4599076043
710	0.4597751107
711	0.4596272634
712	0.4595247696
713	0.4593732691
714	0.4592394646
715	0.459120231
716	0.4590060287
717	0.4588874351
718	0.4587695679
719	0.4586443785
720	0.4585345257
721	0.4583809874
722	0.4582711086
723	0.4581332565
724	0.4579717281
725	0.4578147648
726	0.4577049501
727	0.4575403792
728	0.4573700173
729	0.4572450906
730	0.4570886814
731	0.4569264823
732	0.4568040076
733	0.4566963753
734	0.4564938707
735	0.456403532
736	0.4562540993
737	0.456112781
738	0.4560217579
739	0.4558884752
740	0.45573097
741	0.455612468
742	0.4554823438
743	0.4553462104
744	0.4552297226
745	0.4551015214
746	0.4549448156
747	0.4547669083
748	0.4546083299
749	0.4544745191
750	0.4543105655
751	0.4542012546
752	0.4540636052
753	0.4539633576
754	0.4538821229
755	0.4537402684
756	0.4536093322
757	0.453479278
758	0.4533581869
759	0.4532118101
760	0.4530953639
761	0.4529399741
762	0.4528002678
763	0.452691837
764	0.4525242787
765	0.452380842
766	0.4522446544
767	0.4520989266
768	0.4519515886
769	0.4518318239
770	0.4517452117
771	0.4515650343
772	0.4514444326
773	0.4513264267
774	0.4511823468
775	0.4510762777
776	0.4509240704
777	0.4507702322
778	0.4506383135
779	0.4504887458
780	0.4503448417
781	0.4502252226
782	0.4500962328
783	0.4499483204
784	0.4497766205
785	0.449623717
786	0.4495106721
787	0.449395126
788	0.4492889787
789	0.4491604193
790	0.4490254508
791	0.4488965982
792	0.4487615917
793	0.4486635363
794	0.4485569332
795	0.4484597652
796	0.4483240738
797	0.4481905219
798	0.4480560541
799	0.4479572302
800	0.4478324892
801	0.4476947038
802	0.4475467116
803	0.4474291777
804	0.4473426099
805	0.4472252135
806	0.4470742982
807	0.4469479591
808	0.4468023181
809	0.4467144962
810	0.4465616846
811	0.4463912527
812	0.4462636169
813	0.4461591117
814	0.4460521219
815	0.4458689605
816	0.4457284845
817	0.4455832593
818	0.4454529548
819	0.4453326559
820	0.4452050365
821	0.4450977544
822	0.4449598492
823	0.4448554417
824	0.4447170252
825	0.4445825393
826	0.4444689375
827	0.4443281341
828	0.44424257
829	0.4441056618
830	0.4439540058
831	0.4438317971
832	0.4437372585
833	0.4436082016
834	0.4435008744
835	0.4433464994
836	0.4432620384
837	0.4431383582
838	0.443028575
839	0.4428667003
840	0.4427827532
841	0.4426212891
842	0.4424935193
843	0.4423750062
844	0.4422341186
845	0.4420655736
846	0.4419200103
847	0.4417768924
848	0.4416559355
849	0.4415462026
850	0.4414542484
851	0.4413343504
852	0.4412028197
853	0.4410803103
854	0.4409265626
855	0.4407843346
856	0.4406963396
857	0.4405834711
858	0.4404349812
859	0.4402940359
860	0.4401898984
861	0.4400083831
862	0.4398972005
863	0.4397822832
864	0.4396172166
865	0.4394787217
866	0.4393514346
867	0.4392085427
868	0.4390882593
869	0.4389594273
870	0.4388227536
871	0.4386731374
872	0.438578288
873	0.4384389951
874	0.4382961695
875	0.4381781675
876	0.4380443637
877	0.437902157
878	0.4377814688
879	0.4376445649
880	0.4375114689
881	0.4373652149
882	0.4372210745
883	0.4370984699
884	0.436979417
885	0.4368409878
886	0.4367083492
887	0.4365580451
888	0.4364550962
889	0.4363516633
890	0.4362083383
891	0.4360277144
892	0.4358740922
893	0.4357391222
894	0.435595167
895	0.43546679
896	0.4353311054
897	0.4351880992
898	0.4350243126
899	0.434884318
900	0.4347729033
901	0.4346567608
902	0.4345497353
903	0.4344236146
904	0.4342830207
905	0.4341615097
906	0.434021125
907	0.433888192
908	0.4337909421
909	0.4336543546
910	0.4335674295
911	0.4334061571
912	0.433278745
913	0.4331444471
914	0.4330166921
915	0.4328857943
916	0.432751092
917	0.4326719016
918	0.4325366908
919	0.4323620937
920	0.4322080098
921	0.4320837965
922	0.4319438486
923	0.4318007851
924	0.4317016577
925	0.4315837337
926	0.4314749119
927	0.431383795
928	0.4312441928
929	0.4310900465
930	0.4309450516
931	0.4308133847
932	0.4306773284
933	0.4305050689
934	0.430385936
935	0.4302678647
936	0.4301368531
937	0.4299820727
938	0.4298586996
939	0.4297453321
940	0.4296282704
941	0.4294750376
942	0.4293507304
943	0.4292334873
944	0.4290832929
945	0.4289123432
946	0.4287747522
947	0.428655906
948	0.4285473516
949	0.4284604914
950	0.4283604636
951	0.4282303095
952	0.4281098381
953	0.4279908862
954	0.427840656
955	0.4277431577
956	0.4276012536
957	0.4274598503
958	0.4273226529
959	0.427207252
960	0.4271023482
961	0.4269834396
962	0.4268785758
963	0.4267127268
964	0.4265837517
965	0.4264459391
966	0.4263868135
967	0.4262668595
968	0.4261553968
969	0.4260303618
970	0.425927428
971	0.4258356614
972	0.4257026015
973	0.4256074589
974	0.4254801543
975	0.4253653206
976	0.4252640129
977	0.4251635218
978	0.425016037
979	0.4248930877
980	0.4247885138
981	0.4246557637
982	0.4245112095
983	0.4244222875
984	0.4242917524
985	0.4241685671
986	0.4240429385
987	0.4239469217
988	0.4238590758
989	0.4237230788
990	0.4235916521
991	0.4234480012
992	0.4233026644
993	0.4231858002
994	0.4230624731
995	0.422959334
996	0.4227962846
997	0.4226919195
998	0.4225507545
999	0.4224158617
